title,artist,duration,album
Outta Reach,Prince Narula,,Outta Reach
Over,Miyu Tomita,4:07,Over
OveR,Miyu Tomita,,Violet Bullet
OVER AND OVER,Armaan Gill,2:59,OVER AND OVER
over and over,yanaginagi,,ナッテ
Over Confidence,Billa Sonipat Ala,,Over Confidence
Overdose,natori,,Theater
Overdue,SAHIL CHEEMA,,AROUND THE CORNER
Overloaded I'm Just Built Different,Oli,,Overloaded I'm Just Built Different
Overnight,Connor Price,,Spin The Globe 2
Overseas,D-Block Europe,,Overseas
Oviman (Lofi Remix),Ahmed Shakib,,Oviman (Lofi Remix)
Oviman Hazaro,Tahsin Ahmed,,Oviman Hazaro
Oye Hoye Hoye,Jassi Gill,,Oye Hoye Hoye
Ozone,Chase Atlantic,,Chase Atlantic
P*RNSTAR,Nessa Barrett,,AFTERCARE
P-POP CULTURE,Karan Aujla,,P-POP CULTURE
P.O.V (Point of View),Karan Aujla,,P.O.V (Point of View)
Pa Ti Estoy,"Ozuna, Anuel AA, & Chris Jedi",,Cosmo
PAA LIYA HAIN PYAR TERA,"UDIT NARAYAN, ALKA YAGNIK, ANAND RAJ ANAND, and DEV KOHLI",,KYO KII MAIN JHUTH NAHIN BOLTA
Paagla,B Praak,,Qismat 2 (Original Motion Picture Soundtrack)
Paagla,Akhil,,Paagla
Paani,Himmat Sandhu,,Under Dawg
Paapi (feat. Rangrez Sidhu),Sidhu Moose Wala,,Paapi
Paaro,Aditya Rikhari,2:34,Paaro
Paas Tere Main,Jubin Nautiyal,,Humdum
Pablo,King,,Champagne Talk
Pagal,Nimra Mehra,,Pagal
Pagal Banawe,Sinta Bhai,,Pagal Banawe
Pagal Shayar,Babbu Maan,,Pagal Shayar
Pagol (feat. Bohemia),Deep Jandu,3:40,Pagol
Pahadon Mein,Salman Elahi,,Shaan
Paheliyan,Adnan Dhool,,Paheliyan
Pahiye,Panther,,Dhoom V
Pahuna,Sushant KC,,Pahuna
PAIGAAM,Amrinder Gill,,TWO OF A KIND
Painful weather,MC INSANE,,The Heal Album
Pairo Mein Nike,J Trix,,Pairo Mein Nike
Paisa Hai Toh,Sachin-Jigar,,Farzi (Original Series Soundtrack)
PAJARO CAMPANA,Dj Monst3r5,,GOGUEO VOL 1
Pakhi Pakhi Aei Mon,Zubeen Garg,,Golden Collection Of Zubeen Vol - II
Pakistan (feat. DJ Flow),Mankirt Aulakh,,Pakistan (feat. DJ Flow)
PAKU,asmi,,PAKU
Pakundangan (feat. Hev Abi),DEMI,,Pakundangan
Pal,Javed - Mohsin,,Pal
Pal Behta Jaaye,Vismay Patel,,Pal Behta Jaaye
Pal Behta Jaaye 2.0,Vismay Patel,,Pal Behta Jaaye 2.0
Pal Bhar (Chaahunga Reprise),Mithoon,,Half Girlfriend
Pal Bhar Ke Liye (The Unwind Mix),Sreerama Chandra,,Pal Bhar Ke Liye (The Unwind Mix)
Pal Pal,Afusic,,Pal Pal (with Talwiinder)
Pal Pal,Afusic,2:28,
Pal Pal (with Talwiinder),Afusic,3:28,Pal Pal (with Talwiinder)
Pal Pal Dil Ke Paas,Sanam,,Pal Pal Dil Ke Paas
Pal Pal Dil Ke Paas,Mohammed Irfan,,Bollywood Unwind - Romantic Classics in a Relaxing Urban Avatar
Pal Pal Dil Ke Paas- Title Track,Arijit Singh,,"Pal Pal Dil Ke Paas- Title Track (From ""Pal Pal Dil Ke Paas"")"
PAL PAL X JHOL (UNPLUGGED),Tehseen,,PAL PAL X JHOL (UNPLUGGED)
Pal Pal x Talwiinder x Talha Anjum,Retro Vibes,,Lost in love
Pala Mukhangal,Adithya Rk,,ANIMAL - MALAYALAM
Palbhanga,Tanjib Sarowar,,Palbhanga
Palestine Main,Waseem,,Palestine Main
Palette Days,Rico Sasaki,,Palette Days
Palm Angels,"JERRY, Devilo, & Thiarajxtt",,Palm Angels
Panah,SaiKat,,Panah
Pancake,Seedhe Maut,,Pancake
Panchii,Talwiinder,,Panchii
Pandemic,ArrDee,,Pier Pressure
Pani Da Rang (Male Vocals),Ayushmann Khurrana,,Vicky Donor (Original Motion Picture Soundtrack)
Pani da Rang (Male),Ayushmann Khurrana,,Putumayo Presents Indian Groove
Pani Da Rang (Male),Ayushmann Khurrana,4:01,Vicky Donor (Original Motion Picture Soundtrack)
Panipat Ki Ladai (feat. Harsh Sandhu & Sweta Chauhan),Masoom Sharma,,Panipat Ki Ladai
"Paniyon Sa (From ""Satyameva Jayate"")",Atif Aslam,,"Paniyon Sa (From ""Satyameva Jayate"")"
Pankh (feat. Bawari Basanti),Seedhe Maut,,Bayaan
Panna Ki Tamanna Hai,"Kishore Kumar, Lata Mangeshkar, Papon, Shreya Ghoshal",,Screen Megastar Dev Anand
panopticon,skyfall beats,,panopticon
PANTA RHEI,MYTH & ROID,,TVアニメ「異世界チート魔術師」OPテーマシングル
PAP!,Punic,,PAP!
Papaoutai,Stromae,,racine carrée
Papaoutai (Afro Soul),mikeeysmind,,Papaoutai
Paper Before Money,Navaan Sandhu,,Paper Before Money
PAPER PLANES HYPERTECHNO,HYPERTECHNO,,PAPER PLANES HYPERTECHNO
Papi,Novah,,Papi
Papi Purane,Irshad Khan,,Papi Purane
Paradise,Coldplay,,Mylo Xyloto
Paradise,Sukhan Verma,,Paradise
Paradise City,Guns N' Roses,,Appetite For Destruction
Paradise Lost- at next nest -,茅原実里,,Parade
Paradisus-Paradoxum,MYTH & ROID,,MYTH & ROIDアルバム「eYe's」
PARADOX,Sora Amamiya,,"Paint it, BLUE"
Paradoxes,Miyu Tomita,4:37,Paradoxes
paradøx,Kyo Hanabasami,,Myosøtis
Paraglider,Kaori Ishihara,,Paraglider
Paranoia (feat. Gunna & Young Thug),Pop Smoke,,Shoot For The Stars Aim For The Moon (Deluxe)
Parche (feat. Sudesh Kumari),Surjit Bhullar,,Parche
PARDA,Sunidhi Chauhan,,ONCE UPON A TIME IN MUMBAAI
Pardes (Slow Version),Adnan Dhool,,Pardes (Slow Version)
Pardes Katenda,Adnan Dhool,2:48,Pardes Katenda
"Pardesiya (From ""Param Sundari"")",Sachin-Jigar,3:52,"Pardesiya (From ""Param Sundari"")"
Pardesiya x Yeh Haseen Vadiyan - (JalRaj Version)| New Mashups 2025,JalRaj,4:15,
Pardon Me (feat. Future & Mike WiLL Made-It),Lil Yachty,,Lil Boat 3
Pari,Prince Guru,,Pari
"Parindey (From ""Jatt Nuu Chudail Takri"")",B Praak,,"Parindey (From ""Jatt Nuu Chudail Takri"")"
"Parindey (From ""Jatt Nuu Chudail Takri"") (Unplugged)",B Praak,,"Parindey Unplugged (From ""Jatt Nuu Chudail Takri"")"
PARISIENNE,GIMS,,PARISIENNE
Parizaad,Asrar,,Parizaad
Parle Paaron,Guri Ramana,,Parle Paaron
"Parlour Te (From ""Mittran Da Challeya Truck Ni"")",Amrinder Gill,,"Parlour Te (From ""Mittran Da Challeya Truck Ni"")"
Paro,Aditya Rikhari,,Paro
Paro,Nej,,SOS (Chapitre 2)
Paro Arti Ke Dole Gulashan Ghare Jai,Vishnu Ji Chaubey,,Paro Arti Ke Dole Gulashan Ghare Jai
Paro x Maand,Ramarama,,Paro x Maand
Paro x Maand,Hanst,,Paro x Maand
Parshawan,Harnoor,2:48,Parshawan
Parshawan,zehan official,,Parshawan
Party MJ,Cris Mj,,Party MJ
Party!!,Ryokuoushoku Shakai,,Party!!
Partyson,Cris Mj,,Partyson
Parwaan,Faheem Abdullah,3:58,Lost;Found
Pasand Jatt Di,Nirvair Pannu,,PRIME
Pasand Nahi,"Rumi, Da Sachin",,Pasand Nahi
Pashmina,Amit Trivedi,,Fitoor (Original Motion Picture Soundtrack)
Pasoori Nu,Arijit Singh,,Satyaprem Ki Katha
Pasos De Fuego,Flame Runner,,Pasos De Fuego
Pasos De Fuego (Ultra Slowed),Flame Runner,2:13,Pasos De Fuego
Pass Tere,Anmol Ashish,,Love / Roses
Passacaglia,George Frideric Handel,,Passacaglia
Passing Memories [Genshin Impact's 4th Anniversary English Theme Song] (feat. Faouzia),HOYO-MiX,,Genshin Impact - Passing Memories (The Genshin Impact 4th Anniversary Theme Song EP)
Passionate Tears,DJ HEARTSTRING,,4 The People
PASSO BEM SOLTO,GLENZ,,PASSO BEM SOLTO
PASSO BEM SOLTO (Extreme Slowed),ATLXS,,PASSO BEM SOLTO (Versions)
PASSO BEM SOLTO (Mega Slowed),ATLXS,,PASSO BEM SOLTO (Versions)
PASSO BEM SOLTO (Slowed),ATLXS,,PASSO BEM SOLTO
PASSO BEM SOLTO (Ultra Slowed),ATLXS,,PASSO BEM SOLTO (Versions)
PASSO VOLTAJE (OVER SLOWED),M3rih,,PASSO VOLTAJE
Passport Size Tasveer,HUSTINDER,,Saadiyan Gallan 3
Past,Guri Lahoria,,Past
Pata Chalgea,Imran Khan,,Unforgettable
Patake,Sunanda Sharma,,Patake
"Pathikichu (From ""Vidaamuyarchi"")",Yogi Sekar,,"Pathikichu (From ""Vidaamuyarchi"")"
Paththavaikkum,Deepthi Suresh,,Devara Part 1 - Tamil
Patiala Flow,Parmish Verma,,Y Hate ?
Patili Chaa Di,Sajjan Adeeb,,Patili Chaa Di
Patola,Diljit Dosanjh,,G.O.A.T.
Patole,Jazzy B,,Patole
Patrepã,Atic,,Patrepã
Patt Lai Geya,Jasmine Sandlas,,Patt Lai Geya
Patt Te Pya,Himmat Sandhu,,Under Dawg
Patti Ton Patiala,Harkirat Sangha,,Patti Ton Patiala
Pattiyan,HUSTINDER,,Nostalgia
PAY THE PRICE,CYREX,,PAY THE PRICE
Payal,Yo Yo Honey Singh,3:47,Glory
PAYCHECK,Vichaar,,VVVV
Payphone (feat. Wiz Khalifa),Maroon 5,,Overexposed
Pazifik,Provinz,,Pazifik
PB1,Wazir Patar,,PB1
Peace Sign,Jonathan Young,,Young Does Anime 2
Peace Sign,Rap AR Anime,,"Anime Manga, Vol. 5"
"Peace Sign (From ""My Hero Academia"")",NateWantsToBattle,,"Peace Sign (From ""My Hero Academia"")"
Peach Pit and Cyanide,Mili,,Peach Pit and Cyanide
Peaches,Diljit Dosanjh,,Drive Thru
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,,Justice
Peak Jawani,The Landers,,Peak Jawani
PEE LOON,Mohit Chauhan,,ONCE UPON A TIME IN MUMBAAI
Peedan,Nirvair Pannu,3:38,L.B.E
"Peela Rung (From ""Parde Mein Rehne Do"")","Hassan Ali Hashmi, Nehaal Naseem, & Aashir Wajahat",,"Peela Rung (From ""Parde Mein Rehne Do"")"
Peele Amiras,Shekhar Ravjiani,5:30,
Peg Ni Giney (Remix),The Landers,,Peg Ni Giney (Remix)
Peg Patiala,Cheema Y,,Peg Patiala
Pehla Nasha,Udit Narayan,,Jo Jeeta Wohi Sikandar
Pehla Nasha 2.0,Amaal Mallik,,Pehla Nasha 2.0
Pehla Pyaar,Armaan Malik,,Kabir Singh
Pehla Sa Pyaar,Abhijeet Srivastava,,Pehla Sa Pyaar
Pehla Yeh Waada X Aankhein Teri,Aesthetic Wizz,,Pehla Yeh Waada X Aankhein Teri
Pehle Bhi Main,Vishal Mishra,4:11,ANIMAL - HINDI
Pehle Si Chahat,JalRaj,,Pehle Si Chahat
Pehli Dafa,Atif Aslam,,Pehli Dafa
Pehli Mohabbat,Farhan Khan,,Pehli Mohabbat
Pehli Nazar Mein,Pritam,,Race (Original Motion Picture Soundtrack)
Pehli Nazar X Zaalima X Tainu Khabar Nahi,Sirchox,,Pehli Nazar X Zaalima X Tainu Khabar Nahi
PEHLI PEHLI BAAR MOHABBAT KI HAI,Kumar Sanu,,SIRF TUM
Pehli Si Muhabbat (Original Motion Picture Soundtrack),Ali Zafar,,Pehli Si Muhabbat (Original Motion Picture Soundtrack)
Pehli Vaari,Reiha Ali,,Pehli Vaari
Peli waar Lofi,Satnam Sagar,,Peli waar Lofi
PELIGROSA,FloyyMenor,,PELIGROSA
Pensándote,El Bai,,Pensándote
Perfect,Ed Sheeran,,÷ (Deluxe)
Perfect,Sumit Vimal,,Perfect
Perfect,One Direction,,Made In The A.M. (Deluxe Edition)
Perfect,Twinbeatz,,Perfect
Perfect Day,supercell,,Today Is A Beautiful Day
Perfect Duet (feat. Beyoncé),Ed Sheeran,,Perfect Duet
perfect slumbers,MONOGATARI Series,,Utamonogatari Special Edition (Original Soundtrack)
Perfect Strangers (feat. JP Cooper),Jonas Blue,,Perfect Strangers
Perfect Time,SawanoHiroyuki[nZk],,The Seven Deadly Sins (Original Soundtrack)
Perimetre,YED,,Perimetre
Persuasion (feat. Flyy Armani),Kidd Phantomm,,Persuasion
Peru (Remix),Fireboy DML,,Peru (Remix)
Peshi,Laddi Chahal,,Peshi
Petals,JAI DHIR,,Petals
PHANTOM MINDS,Nana Mizuki,,IMPACT EXCITER
PHANTOM REALITY,MODESTY,,PHANTOM REALITY
Philosophyz,Runa Mizutani,,"Rewrite Opening Theme song ""Philosophyz"""
Phir Bhi Tumko Chaahunga,Mithoon,,Half Girlfriend
Phir Bhi Tumko Chahunga,Arijit Singh,,Greatest Hits
Phir Bhi Tumko Chahunga,Arijit Singh,,Arijit Singh Bollywood Sensation
Phir Le Aya Dil,Arijit Singh,,Arijit Singh Collection
Phir Le Aya Dil,Pritam,,Barfi! (Original Motion Picture Soundtrack)
"Phir Le Aya Dil (From ""Barfi!"") (Reprise)",Arijit Singh,,Best of Bollywood: Arijit Singh
Phir Le Aya Dil (Reprise),Pritam,,Barfi! (Original Motion Picture Soundtrack)
Phir Miloge Na,JalRaj,,Phir Miloge Na
Phir Mohabbat,Arijit Singh,,Arijit Singh Collection (original)
Phir Mohabbat,Mohammed Irfan,,Phir Mohabbat - With Emran Hashmi
"Phir Mulaaqat (From ""Cheat India"")",Jubin Nautiyal,,"Phir Mulaaqat (From ""Cheat India"")"
Phir Na Aisi Raat Aayegi,Arijit Singh,,Laal Singh Chaddha
Phir Se Ud Chala,Mohit Chauhan,,Rockstar
Phiroon Dhondhta Maikadah (Remix),Nusrat Fateh Ali Khan,,"Revamped, Vol. 4 (Remix)"
Phirta Rahoon (Live),Abdul Shaikh,,Phirta Rahoon (Live)
Phoenix,BURNOUT SYNDROMES,,TOKYO
PHOENIX PRAYER,Eir Aoi,,PHOENIX PRAYER
Phone Maar Di,Gurnam Bhullar,,Phone Maar Di
PHONK SONGS on PIANO (pt. 14),PACIL,,PHONK SONGS on PIANO (pt. 14)
Phool,AUR,3:38,
Phool Maangu Na Bahaar Maangu,Alka Yagnik,,Raja (Original Motion Picture Soundtrack)
Photograph,Ed Sheeran,,x (Deluxe Edition)
Phulkari,Karan Randhawa,,Phulkari
Pia,Mitraz,,Pia
pia <3,Zaeden,,pia <3
Picasso,Albela,,Picasso
Pickup (feat. OG Lucifer),Seedhe Maut,2:45,DL91 FM
Pills On My Mind,SarpDansh,,Pills On My Mind
Pinging (6 Figures),Central Cee,,Pinging (6 Figures)
Pinjraa,Gurnazar,,Pinjraa
Pink Temperature - pinktemperature,Manaka Inaba,,attoutekilovepinktemperaturespecialedition
pinKing,HOYO-MiX,,pinKing
Pisces,Russ Millions,,Pisces
Piya,Utsavi Jha,,Piya
Piya,Khwaab,,Piya
Piya,Sneha Shankar,,Piya
Piya (Mehfil Unplugged),Udit Saxena,,Piya (Mehfil Unplugged)
Piya Aaye Na,Tulsi Kumar,4:47,Aashiqui 2
Piya Aaye Na,sid07,,Get Lost In The Darkness
Piya Ghar Aaya (Coke Studio Season 11),Fareed Ayaz Abu Muhammad Qawwal,,Coke Studio Season 11 (Sound of The Nation)
Piya Tose - Qawwali Version,Vylom,,Piya Tose - Qawwali Version
Piya Tose Naina Laage Re,"Lata Mangeshkar, Manna Dey, Sanam, Aishwarya Majmudar",,Nightingale - Lata Mangeshkar
Piyu Bole,Sonu Nigam,,Parineeta (Original Motion Picture Soundtrack)
Plain Sight,ansh,3:06,
Plain Sight (sun zara) - ansh,ansh,3:06,
Planetes,EGOIST,,Extra Terrestrial Biological Entities
Play,K-391,,Play
Play (feat. Mangoo),K-391,2:48,Play
Play (Niya & Alan Walker Remix) (feat. Mangoo & Niya),K-391,,"Play, Vol. 1 (Remixes)"
Play (Norda & K-391 Remix) (feat. Mangoo & Norda),K-391,,"Play, Vol. 1 (Remixes)"
Play - Tobu Remix (feat. Mangoo & Tobu),K-391,,"Play (Remixes, Vol. 2)"
Play Hard [New Edit] (feat. Akon & Ne-Yo),David Guetta,,Play Hard (feat. Ne-Yo & Akon) (New Edit)
Play the world,Rico Sasaki,,Play the world
PLAYERS,YOASOBI,,PLAYERS
Plazma,Kenshi Yonezu,,Plazma
Please Me!,aleemrk,,Different Phase
"Please, please!",Ayaka Ohashi,,"Please, please!"
Plugged In,Fumez The Engineer,,Plugged In
Plugged In,Russ Millions,,Plugged In
Plugged In,Russ Millions,,Plugged In
Plugged In Freestyle,Fumez The Engineer,,Plugged In Freestyle
Plunderer,Miku Ito,,Rhythmic Flavor
PO,Prem Dhillon,,PO
Pobreza Fatal,Grupo Miramar,,15 Súper Éxitos del Grupo Miramar
Podcast,Bali,,Kala Khatta
Poison (feat. Haexxa),Punktmidi,,Poison
Poker Face,Lady Gaga,,The Fame
Polaris X Peace Sign (From Boku no Hero Academia),A V I A N D,,Polaris X Peace Sign (Orchestral Version)
Police,"Cheema Y, Gur Sidhu, & Jasmeen Akhtar",2:22,Young G.O.A.T
Police,DJ Flow,,Police
Polozhenie (Lovell),Combee Prod,,Polozhenie (Lovell)
Ponte Bonita,Cris Mj,,Partyson
pop a pill,mischluft,,pop a pill
POPULAR,Bir,,POPULAR
Popular (feat. Playboi Carti),The Weeknd,,Popular
Popular Loner,Kidwild,,Popular Loner
Portrait Of You,Arjan Dhillon,,A for Arjan 2
positions,Ariana Grande,,Positions
Positivity,Jordan Sandhu,,Positivity
Post You,Hasan Raheem,,Dil Kay Parday
POTA POTA FUNK,THEREEZAA,,POTA POTA FUNK
"Pottala Muttaye (From ""Thalaivan Thalaivii"")",Sublahshini,,"Pottala Muttaye (From ""Thalaivan Thalaivii"")"
"Pottukuthedi (From ""Ravanaprabhu"")",Sreerama Chandra,,"Pottukuthedi (From ""Ravanaprabhu"")"
Pov: Falling In Love (2022),"Madoc, Pritam, Amitabh Bhattacharya, Arijit Singh, Mitraz, Arooh, Aditya A, Darshan Raval, Dikshant, KASYAP, OAFF, Savera, Lothika, and Jonita Gandhi",,Pov: Falling In Love (2022)
"Powerhouse (From ""Coolie"") (Tamil)",Arivu,,"Powerhouse (From ""Coolie"") (Tamil)"
Powertrip (feat. Talha Anjum & Z4NE),Savage,,Rapkar
Praandi,HUSTINDER,,Mahol
Practice Makes Perfect,SR,,Snap It
Prada,Jass Manak,3:03,Prada
praise the lord tekkno,TEKKNO,,praise the lord tekkno
Prarthana,KR$NA,,FAR FROM OVER
Prayer in C (Deluxe Edit),A.C.T,,Prayer in C (Deluxe Edit)
Prayer in C (Robin Schulz Remix),Lilly Wood & The Prick,,Extended Prayer
PRBLMS (Slowed),6LACK,,FREE 6LACK (Slowed)
Pre Workout,Jordan Sandhu,,ALPHA
Precious,Nagii,,Precious
Precious,JAI DHIR,,LOVER BOY
"Preet Re (From ""Dhadak 2"")",Darshan Raval,3:17,"Preet Re (From ""Dhadak 2"")"
Prepojení,Para,,Prepojení
"Presence (From ""Your Lie in April"")",Torby Brand,,Emotional Anime on Piano - Vol. 2
Preserved Roses,T.M.Revolution X Nana Mizuki,,Preserved Roses
President,Jerry,,The College Dropout
Pretend (sawalo se toh aage) - ansh,ansh,3:06,
Pretender,Official HIGE DANdism,5:27,Pretender
Pretender (Acoustic Ver),Official HIGE DANdism,,Pretender
Pretender (LIVE),Official HIGE DANdism,,Official HIGE DANdism One-Man Tour 2019@Nippon Budokan
Pretender(ONLINE LIVE 2020 - Arena Travelers -) (Live) - Pretender (Online Live 2020 - Arena Travelers -) (Live),Official HIGE DANdism,,Official HIGE DANdism Online Live 2020 - Arena Travelers - (Live)
Pretty Juvenile,Asal,,Pretty Juvenile
Pretty Lies,Rovalio,,Pretty Lies
Pretty Little Baby,Connie Francis,,Connie Francis Sings Second Hand Love & Other Hits
Priceless,Dino James,,Priceless
Priceless,Sumit Vimal,,Priceless
Pride,High & Mighty Color,,PRIDE
Primary Colors,PELICAN FANCLUB,,Primary Colors
PROBLEMA,Raphael,,PROBLEMA
Prodigy,aleemrk,,Prodigy
Professor X,Dave,,Top Boy (A Selection of Music Inspired by the Series)
Proi Proi,HOYO-MiX,,Honkai: Star Rail - Allegory of the Cave (Part 2) (Original Game Soundtrack)
promises,Asal,,promises
Promises,Sabi Bhinder,,Promises
Pronto (From the Album 'I Am Zack Knight'),Zack Knight,,Pronto (From the Album 'I Am Zack Knight')
"Proper Patola (From ""Proper Patola"") (feat. Badshah)",Diljit Dosanjh,,Proper Patola
Prostab,Odd Signature,,Prostab
Prover,milet,,Prover / Tell me
Pta ni,JERRY & Jay Trak,,Pta ni
PTSD,Pop Smoke,,Meet The Woo
Puchge Hum,"Harnav Brar, Aarsh Benipal, & Kadir Thind",,Puchge Hum
"Pucho Na Yaar Kya Hua (The Unwind Mix) [From ""Zamane Ko Dikhana Hai""]",Prajakta Shukre,,"Pucho Na Yaar Kya Hua (The Unwind Mix) [From ""Zamane Ko Dikhana Hai""]"
Pueblo Blanco,Joan Manuel Serrat,,Mediterráneo
"Puff Puff Pass (feat. Gavy Dhaliwal, Bhallwaan, Swapan Sekhon & Gur Chahal)",Sultaan,,Puff Puff Pass
Puls Miasta,Polo Vibes,,Puls Miasta
Pumzika Baba,Christina Shusho,,Pumzika Baba
Punjab Siyan . Jaswant Siingh Aklia . Raju Maan . Harrie Parmar,Jaswant Singh Aklia,,Punjab Siyan . Jaswant Siingh Aklia . Raju Maan . Harrie Parmar
Punjab Wal Nu,HUSTINDER,,Timeless
Punjaban,Sukha,,By Any Means
Pura Saal,Abdullah Muzaffar,,Rags To Riches
Purity (feat. Aitsuki Nakuru),Kyo Hanabasami,,Purity
Purple,Kyo Hanabasami,,Horologium Florae
Purple Rain,Prince & The Revolution,,Purple Rain
Purple Sun,Cannons,,Purple Sun
Purpose Rap,Talha Anjum,,Purpose Rap
Purpura Violaceum,Nyctonian,,Purpura Violaceum
Putt Begane,Sandhu Surjit,,Putt Begane
Putt Jatt Da,Diljit Dosanjh,,Putt Jatt Da
Putt Jatt Da,Simiran Kaur Dhadli,,Putt Jatt Da
Pyaar,Mitraz,,Neendein
Pyaar Aata Hai,Rito Riba,,Pyaar Aata Hai
Pyaar Chahi,Anupriya,,Pyaar Chahi
Pyaar Hota Ja Raha Hain,Altaaf Sayyed,,Pyaar Hota Ja Raha Hain
Pyaar Hota Kayi Baar Hai,Arijit Singh,,Tu Jhoothi Main Makkaar
Pyaar Hoya,HUSTINDER,,Sadiyan Gallan 2
PYAAR HUMARA,King,,PYAAR HUMARA
Pyaar Manga Hai,Armaan Malik,,Pyaar Manga Hai
Pyaar Mein,Neeraj Shridhar,,Thank You
Pyaar Pyaar,Dino James,,D
Pyaar Tere Da Assar,Prabh Gill,,Goreyan Nu Daffa Karo (Original Motion Picture Soundtrack)
Pyaar Tune Kya Kiya,Jubin Nautiyal,,Pyaar Tune Kya Kiya
PYAAR?,Naam Sujal,,MTV Hustle 4 - Episode 14
Pyar,Karan Sehmbi,,Pyar
Pyar Manga Hai Tumhi Se (The Unwind Mix),Sreerama Chandra,,Bollywood Unwind 3
Pyar Mein Kabhi Kabhi (The Unwind Mix),Siddharth Slathia,,Pyar Mein Kabhi Kabhi
Pyar Vyar,Bunny Johal,,Pyar Vyar
Pôr do Sol,Vizinhos,,Pôr do Sol
pörkölt,Azahriah,,pörkölt
Q U E V A S H A C E R H O Y ?,Omar Courtz,,PRIMERA MUSA
Qaafirana,Arijit Singh,,Long Drive Bollywood Mix - Arijit Singh
Qaafirana,Arijit Singh,,Kedarnath (Original Motion Picture Soundtrack)
Qabool Hai,Karun,,Qabool Hai (Deluxe)
Qatal,Guru Randhawa,2:52,WITHOUT PREJUDICE
"Qatra (Original Soundtrack from ""Tujhse Haii Ashiqui"")",Himanshu Kohli,,"Qatra (Original Soundtrack from ""Tujhse Haii Ashiqui"")"
Qayde Se,Arijit Singh,3:36,Metro ... In Dino (Side B)
Qayde Se - Film Version,Papon,3:36,Metro ... In Dino (Side B)
Qayde Se - Rewind,Shreya Ghoshal,,Metro ... In Dino (Side B)
Qismat,Ammy Virk,,Qismat
Qismat 2 Title Track,B Praak,,Qismat 2
Qof Sidaada,Waliid Hassan,,Qof Sidaada
Queen,Zack Knight,,Queen
QUEEN -TV ver.- - QUEEN -TV version-,LiSA,,QUEEN
Queen of the Night,KanoeRana,,Queen of the Night
QUICKIE,Cris Mj,,QUICKIE
Quiero Gozar,DJ Freshly,,Quiero Gozar
Quran - Mashary Rashed Al AFasy_AL-ANAAM,Mashary Rashed Al AFasy,,Quran - Mashary Rashed Al AFasy_AL-ANAAM
Qurban (Original TV Series Soundtrack),Masroor Ali Khan,,Qurban (Original TV Series Soundtrack)
Qué Pasaría...,Rauw Alejandro,,Cosa Nuestra
R E D R U M,Austin Hull,,R E D R U M
R.I.P Raila Odinga (feat. Aungo Wuod Awendo & Rocky B),Papa T Ke,,R.I.P Raila Odinga
R.I.P.,ReoNa,,R.I.P.
Raabta,Arijit Singh,,Agent Vinod
Raabta,Rumii,,Raabta
Raabta (feat. Talha Anjum & Hashim Nawaz),Jokhay,,Raabta
Raabta (Kehte Hain Khuda Ne),Shreya Ghoshal,,Agent Vinod
"Raabta (Title Track) [From ""Raabta""]",Arijit Singh,,"Raabta [From ""Raabta""]"
Raah,Navaan Sandhu,,Way Maker
Raah Ishq De,Lakshh,,Raah Ishq De
Raah Mein Unse Mulaqat (Jhankar),Kumar Sanu,,Vijaypath - Jhankar
Raah Warga,Arjan Dhillon,,Raah Warga
Raanjhan,Parampara Tandon,4:01,Do Patti
Raanjhan,Anand Choubey,,Raanjhan
Raanjhan Remix(Remix By Dj Basque),Parampara Tandon,,Raanjhan Remix
Raanjhanaa,Jaswinder Singh,,Raanjhanaa (Original Motion Picture Soundtrack)
RAASHAH,Raftaar & BADSHAH,,"HARD DRIVE, Vol. 1"
Raastah,AUR,,Raastah
Raat Bhar,Vilen,,Raat Bhar
Raat Dhallay,Sunny Khan Durrani,,Raat Dhallay
Raat Di Gedi,Diljit Dosanjh,,Raat Di Gedi
Raat Kali Ek Khwab Mein Aai,Sanam,,Sanam - Raat Kali Ek Khwab Mein Aai
Raat Ke Shikari,Masoom Sharma,,Raat Ke Shikari
RAAT KHATAM,DRV,3:17,POLARIS
Raat Ki Rani,Seedhe Maut,,SHAKTI
"Raataan Lambiyan (From ""Shershaah"")",Jubin Nautiyal,,"Raataan Lambiyan (From ""Shershaah"")"
Raatein,Mitraz,,Raatein
Raatein Guzaari,Aditya Rikhari,,Raatein Guzaari
Raaton Mein Ojhal,Antara Ansuna,4:13,
RAAWAS,Loka,,RAAWAS
Raaz,Zaeden,,Raaz
RAAZ AANKHEIN TERI,Arijit Singh,,RAAZ REBOOT
Raaziyan,Garvit - Priyansh,,Raaziyan
Rab Ka Shukrana,Pritam,,Jannat 2 (Original Motion Picture Soundtrack)
Rab Kare x Divine x Mc Stan x Emiway Bantai,Lofi Instapro,,Rab Kare x Divine x Mc Stan x Emiway Bantai
Rabb,Arjan Dhillon,,Saroor
Rabb Di Aulaad,HUSTINDER,,Saadiyan Gallan 3
Rabb Jane,Garry Sandhu,,Rabb Jane
Rabb Jane Te Hussain Jane,Yasir iqbal Heera Qawwal,,Dawara Tera Wasda Rawy
Rabb Nal Gall,Nirvair Pannu,,PRIME
"Rabb Warga (From ""Bad Newz"")",Jubin Nautiyal,,"Rabb Warga (From ""Bad Newz"")"
